accession	phylum	checkm2_completeness	checkm2_contamination
RS_GCF_039533105.1	Actinomycetota	99.33	0.03
RS_GCF_014358075.1	Pseudomonadota	97.1	1.93
RS_GCF_000378185.1	Pseudomonadota	100.0	0.02
RS_GCF_017168095.1	Pseudomonadota	99.99	0.34
GB_GCA_041396485.1	Pseudomonadota	95.71	0.48
RS_GCF_019669085.1	Spirochaetota	96.7	0.13
RS_GCF_016508255.1	Pseudomonadota	100.0	0.0
RS_GCF_001613145.1	Actinomycetota	99.96	0.09
RS_GCF_032678475.1	Bacteroidota	99.98	0.93
RS_GCF_003692965.1	Bacillota	99.95	0.19
RS_GCF_029978005.1	Desulfobacterota_I	96.3	4.14
RS_GCF_900765565.1	Bacillota	95.28	0.72
GB_GCA_017631325.1	Bacillota	93.02	0.43
GB_GCA_021154885.1	Acidobacteriota	96.62	1.67
GB_GCA_002427425.1	Bacillota	94.55	0.48
GB_GCA_903835655.1	Pseudomonadota	99.98	0.0
GB_GCA_016929395.1	Desulfobacterota	99.62	0.7
GB_GCA_035306605.1	Bacteroidota	87.8	1.34
GB_GCA_016786845.1	Bacteroidota	96.98	0.49
RS_GCF_014337925.2	Pseudomonadota	100.0	0.01
RS_GCF_022348165.1	Pseudomonadota	100.0	1.22
RS_GCF_004335005.1	Pseudomonadota	99.98	0.02
RS_GCF_018524365.1	Pseudomonadota	100.0	0.45
RS_GCF_000466745.1	Campylobacterota	99.91	0.08
RS_GCF_032821615.1	Actinomycetota	99.97	0.04
RS_GCF_028023875.1	Pseudomonadota	100.0	0.01
GB_GCA_036562385.1	Bacillota	100.0	1.73
GB_GCA_017631155.1	Bacillota	89.72	1.09
GB_GCA_019240405.1	Acidobacteriota	95.79	3.84
RS_GCF_032552055.1	Bacillota	92.86	3.64
RS_GCF_036677875.1	Spirochaetota	96.21	0.72
GB_GCA_002340255.1	Cyanobacteriota	98.88	0.02
GB_GCA_958354085.1	Bacillota	95.83	3.55
GB_GCA_902796035.1	Bacteroidota	91.89	0.23
GB_GCA_031180805.1	Bacillota	100.0	1.2
GB_GCA_038209595.1	Bacteroidota	99.35	3.51
GB_GCA_947496695.1	Bacteroidota	99.36	0.16
GB_GCA_902785555.1	Bacillota	98.99	0.89
RS_GCF_013204885.1	Bacillota	99.9	0.0
RS_GCF_005405585.1	Pseudomonadota	100.0	0.33
RS_GCF_920987055.1	Pseudomonadota	99.99	0.63
RS_GCF_003987095.1	Pseudomonadota	100.0	0.62
RS_GCF_001517835.1	Fusobacteriota	99.44	0.44
RS_GCF_000760295.1	Cyanobacteriota	99.98	0.01
RS_GCF_902141845.1	Pseudomonadota	99.99	0.02
GB_GCA_900772095.1	Bacillota	93.24	1.94
GB_GCA_016715245.1	Bacteroidota	100.0	1.55
GB_GCA_018004645.1	Bacteroidota	93.0	1.02
GB_GCA_035557335.1	Pseudomonadota	86.31	6.46
GB_GCA_019686135.1	Myxococcota	97.06	0.06
GB_GCA_937893125.1	Bacillota	98.75	0.07
RS_GCF_017654315.1	Actinomycetota	100.0	0.2
GB_GCA_002218005.2	Pseudomonadota	99.98	0.0
GB_GCA_900542155.1	Actinomycetota	99.98	0.41
GB_GCA_944384745.1	Bacillota	97.82	0.19
GB_GCA_027488395.1	Pseudomonadota	91.67	0.01
RS_GCF_003399645.1	Actinomycetota	98.27	0.19
RS_GCF_900111005.1	Actinomycetota	99.85	1.8
GB_GCA_963677825.1	Bacillota	98.5	0.14
RS_GCF_004208525.1	Bacteroidota	99.87	0.67
RS_GCF_006442655.1	Pseudomonadota	100.0	0.59
RS_GCF_002934455.1	Pseudomonadota	100.0	1.99
RS_GCF_008520305.1	Pseudomonadota	100.0	1.11
RS_GCF_900092335.1	Actinomycetota	99.86	0.37
GB_GCA_036703375.1	Cyanobacteriota	99.92	3.59
GB_GCA_041170685.1	Bacteroidota	92.61	0.75
GB_GCA_033344815.1	Pseudomonadota	99.06	0.0
GB_GCA_949743955.1	Bacillota	97.96	0.2
GB_GCA_015767405.1	Actinomycetota	89.51	3.86
GB_GCA_002331025.1	Bacillota	98.78	3.62
GB_GCA_022449545.1	Pseudomonadota	95.94	1.27
GB_GCA_016712715.1	Pseudomonadota	100.0	3.11
GB_GCA_963649615.1	Spirochaetota	96.5	1.68
RS_GCF_023935105.1	Pseudomonadota	99.97	0.75
GB_GCA_037189845.1	Bacteroidota	100.0	0.0
RS_GCF_016889765.1	Actinomycetota	99.99	0.17
RS_GCF_035918255.1	Bacillota	96.77	0.17
RS_GCF_018336155.1	Pseudomonadota	99.44	0.08
GB_GCA_041640455.1	CALINM01	95.41	1.13
GB_GCA_017991935.1	Bacillota	97.97	0.06
RS_GCF_003207795.1	Pseudomonadota	100.0	0.43
GB_GCA_017534835.1	Bacillota	99.86	4.89
GB_GCA_900541505.1	Bacillota	94.48	2.8
GB_GCA_000435055.1	Bacillota	96.48	0.38
RS_GCF_014467285.1	Pseudomonadota	100.0	0.0
RS_GCF_002844235.1	Pseudomonadota	100.0	0.2
RS_GCF_000691165.1	Bacillota	100.0	0.11
RS_GCF_038443675.1	Pseudomonadota	99.97	0.07
RS_GCF_000760115.1	Cyanobacteriota	100.0	0.02
GB_GCA_945882615.1	Pseudomonadota	100.0	1.39
RS_GCF_035556355.1	Actinomycetota	99.98	1.03
GB_GCA_937892155.1	Bacteroidota	96.94	2.13
GB_GCA_035576005.1	Acidobacteriota	98.93	0.06
GB_GCA_900315065.1	Bacillota	96.46	2.43
GB_GCA_903840505.1	Bacteroidota	98.97	0.74
GB_GCA_025056965.1	Chloroflexota	99.38	1.1
GB_GCA_020628545.1	Pseudomonadota	94.04	0.76
GB_GCA_019116885.1	Bacillota	92.4	1.67
GB_GCA_016871445.1	Verrucomicrobiota	95.56	1.42
GB_GCA_016873735.1	Bacteroidota_A	99.89	0.42
GB_GCA_013374835.1	Patescibacteriota	97.39	1.63
GB_GCA_041160865.1	Pseudomonadota	98.62	0.74
RS_GCF_002794255.1	Actinomycetota	96.59	6.29
RS_GCF_009828745.1	Bacillota	99.98	3.33
RS_GCF_020023385.1	Bacillota	100.0	0.18
GB_GCA_029227815.1	Bacillota	98.45	5.72
GB_GCA_009911365.1	Bacillota	96.13	2.22
RS_GCF_014180685.1	Actinomycetota	99.29	0.19
RS_GCF_003259695.1	Bacillota	99.99	0.0
RS_GCF_000153805.1	Cyanobacteriota	99.93	0.02
RS_GCF_000620105.1	Pseudomonadota	100.0	0.79
RS_GCF_000397065.2	Pseudomonadota	99.95	0.01
GB_GCA_021783135.1	Bacillota	96.72	0.0
GB_GCA_030529855.1	Bacillota	96.74	0.09
GB_GCA_913041535.1	Pseudomonadota	100.0	4.25
GB_GCA_015231605.1	Pseudomonadota	99.21	0.73
GB_GCA_034660395.1	Actinomycetota	92.56	0.28
GB_GCA_014323825.1	Bacteroidota	97.52	0.1
GB_GCA_023460035.1	Bacillota	95.44	5.48
GB_GCA_041738415.1	Planctomycetota	92.8	0.49
GB_GCA_036385955.1	Verrucomicrobiota	91.49	2.47
GB_GCA_032091455.1	Bacillota	93.95	0.63
RS_GCF_024699985.1	Pseudomonadota	83.36	0.57
RS_GCF_024170465.1	Pseudomonadota	97.99	0.02
GB_GCA_900549995.1	Bacillota	93.39	4.53
GB_GCA_035691365.1	Acidobacteriota	86.16	5.08
RS_GCF_013283855.1	Actinomycetota	99.74	0.0
RS_GCF_014647055.1	Deinococcota	100.0	0.04
RS_GCF_000365025.1	Pseudomonadota	100.0	0.37
RS_GCF_002443295.1	Planctomycetota	96.79	2.88
RS_GCF_000278235.1	Pseudomonadota	100.0	0.12
RS_GCF_040318115.1	Pseudomonadota	100.0	2.87
RS_GCF_000429225.1	Actinomycetota	100.0	1.45
GB_GCA_020850755.1	Pseudomonadota	96.03	1.11
GB_GCA_022563855.1	Armatimonadota	96.2	3.27
GB_GCA_012964205.1	Pseudomonadota	89.85	4.08
GB_GCA_026646885.1	Pseudomonadota	98.93	0.0
RS_GCF_026168755.1	Bacillota	95.03	0.4
GB_GCA_031960925.1	Pseudomonadota	91.71	0.0
GB_GCA_001796335.1	Chloroflexota	99.43	2.87
GB_GCA_037445775.1	Actinomycetota	99.96	1.37
GB_GCA_039191645.1	Pseudomonadota	94.85	0.96
GB_GCA_017479645.1	Bacillota	96.08	4.28
GB_GCA_902613915.1	Pseudomonadota	93.28	0.03
GB_GCA_038249445.1	Bacteroidota	99.55	2.15
RS_GCF_012516495.1	Bacillota	98.38	0.05
RS_GCF_007183175.1	Pseudomonadota	100.0	0.6
GB_GCA_020629515.1	Bacteroidota	97.79	0.05
GB_GCA_934102215.1	Bacillota	92.4	1.81
GB_GCA_027030435.1	Pseudomonadota	98.75	2.75
RS_GCF_000483485.1	Pseudomonadota	99.99	0.1
GB_GCA_900109895.1	Bacteroidota	97.48	0.36
RS_GCF_001623405.1	Bacteroidota	99.99	0.08
GB_GCA_905202215.1	Bacteroidota	93.0	0.78
GB_GCA_017451425.1	Bacillota	94.88	0.02
RS_GCF_016278775.1	Actinomycetota	93.87	0.21
GB_GCA_937863225.1	Pseudomonadota	100.0	0.36
GB_GCA_903959115.1	Bacteroidota	91.58	4.17
RS_GCF_035311605.1	Pseudomonadota	99.0	1.02
RS_GCF_900109955.1	Pseudomonadota	100.0	0.0
RS_GCF_001428505.1	Actinomycetota	100.0	0.23
RS_GCF_000949475.1	Bacteroidota	100.0	3.38
GB_GCA_903930565.1	Verrucomicrobiota	95.83	4.76
RS_GCF_001612945.1	Actinomycetota	100.0	0.84
RS_GCF_030400225.1	Bacillota	100.0	1.19
RS_GCF_000515315.1	Bacteroidota	99.99	0.01
RS_GCF_015751755.1	Actinomycetota	99.82	0.93
RS_GCF_002855495.1	Pseudomonadota	99.93	0.19
GB_GCA_943787295.1	Bacteroidota	89.11	0.02
GB_GCA_020446675.1	Pseudomonadota	95.69	0.51
GB_GCA_910588925.1	Bacteroidota	98.96	0.15
RS_GCF_030696805.1	Pseudomonadota	99.97	2.53
GB_GCA_017463585.1	Bacteroidota	96.65	0.0
GB_GCA_009837815.1	Actinomycetota	94.4	0.61
GB_GCA_035944135.1	Acidobacteriota	99.85	0.02
GB_GCA_944324255.1	Cyanobacteriota	99.1	1.31
GB_GCA_002701455.1	Pseudomonadota	93.54	3.79
GB_GCA_024682215.1	Bacillota	85.23	4.14
GB_GCA_028278605.1	Cyanobacteriota	92.54	1.24
GB_GCA_929200485.1	Pseudomonadota	93.01	1.8
GB_GCA_030427385.1	Pseudomonadota	100.0	0.36
RS_GCF_036663935.1	Pseudomonadota	99.99	0.3
GB_GCA_035691825.1	Acidobacteriota	91.64	5.57
RS_GCF_040645335.1	Actinomycetota	93.14	0.0
RS_GCF_038405295.1	Actinomycetota	94.17	0.0
RS_GCF_029168335.1	Pseudomonadota	99.99	0.08
RS_GCF_022095695.1	Bacillota	99.98	0.38
RS_GCF_040611795.1	Actinomycetota	99.76	0.07
RS_GCF_023015865.1	Bacteroidota	100.0	0.18
GB_GCA_029012125.1	Bacillota	82.61	1.74
GB_GCA_027295405.1	Pseudomonadota	87.82	4.05
GB_GCA_035652495.1	Gemmatimonadota	94.99	3.54
GB_GCA_025060245.1	Acidobacteriota	94.78	1.36
GB_GCA_022776785.1	Bacillota	79.86	0.77
GB_GCA_959607715.1	Actinomycetota	99.78	0.98
GB_GCA_001603595.1	Bacteroidota	98.75	2.19
GB_GCA_017631355.1	Bacillota	81.5	2.12
GB_GCA_019241305.1	Vulcanimicrobiota	91.47	1.51
GB_GCA_003249095.1	Cyanobacteriota	99.98	0.01
GB_GCA_035691485.1	Acidobacteriota	98.54	2.6
GB_GCA_937914955.1	Bacteroidota	94.13	0.05
GB_GCA_041686775.1	Verrucomicrobiota	99.89	0.94
RS_GCF_035590735.1	Bacillota	100.0	0.57
GB_GCA_964019825.1	Bacillota	99.92	0.88
GB_GCA_964212665.1	Chlamydiota	94.01	0.11
RS_GCF_017833035.1	Actinomycetota	100.0	0.11
GB_GCA_017560765.1	Bacillota	95.75	0.48
RS_GCF_020176715.1	Pseudomonadota	100.0	2.01
RS_GCF_028553785.1	Pseudomonadota	99.91	0.07
RS_GCF_000422925.1	Pseudomonadota	99.93	1.57
RS_GCF_000455225.1	Bacillota	99.96	0.03
RS_GCF_963525165.1	Bacillota	99.88	0.16
GB_GCA_037444185.1	Bacillota	100.0	0.22
GB_GCA_020851995.1	Pseudomonadota	97.4	1.11
GB_GCA_017624735.1	Bacillota	97.54	0.35
GB_GCA_028691845.1	Verrucomicrobiota	98.78	1.09
GB_GCA_934130165.1	Bacillota	95.08	0.12
GB_GCA_021849615.1	Pseudomonadota	87.18	1.84
GB_GCA_944385405.1	Bacillota	88.15	1.87
GB_GCA_029979005.1	Planctomycetota	92.51	1.93
GB_GCA_903893675.1	Actinomycetota	96.78	5.11
RS_GCF_014695715.1	Cyanobacteriota	99.92	0.47
RS_GCF_001747405.1	Bacteroidota_A	99.98	0.59
RS_GCF_001610975.1	Pseudomonadota	100.0	0.01
RS_GCF_030520105.1	Armatimonadota	93.09	2.89
GB_GCA_001306305.2	Pseudomonadota	100.0	0.14
GB_GCA_038320085.1	Actinomycetota	91.1	2.11
RS_GCF_037126285.1	Bacteroidota	96.08	0.46
GB_GCA_041752455.1	Pseudomonadota	91.04	4.56
RS_GCF_003362725.1	Bacteroidota	100.0	0.08
RS_GCF_014205835.1	Bacteroidota	100.0	0.04
RS_GCF_001592265.1	Pseudomonadota	100.0	0.05
GB_GCA_905236395.1	Bacillota	78.9	1.95
GB_GCA_023250955.1	Bacteroidota_A	100.0	0.27
GB_GCA_015075405.1	Chloroflexota	96.31	6.38
GB_GCA_017656145.1	Bacillota	98.95	0.46
GB_GCA_902805665.1	Actinomycetota	95.94	4.4
GB_GCA_021648685.1	Pseudomonadota	98.78	0.35
GB_GCA_903831085.1	Verrucomicrobiota	94.61	3.51
GB_GCA_028713975.1	Pseudomonadota	89.37	0.01
GB_GCA_903831455.1	Pseudomonadota	97.84	4.51
GB_GCA_022782265.1	Bacillota	82.02	4.34
GB_GCA_903919165.1	Acidobacteriota	85.77	4.4
GB_GCA_012841535.1	Bacillota	98.59	8.62
GB_GCA_913045375.1	Pseudomonadota	100.0	0.31
GB_GCA_963601025.1	Bacillota	96.43	4.09
GB_GCA_026390495.1	Bdellovibrionota_B	91.62	3.32
GB_GCA_958433005.1	Actinomycetota	99.78	0.46
GB_GCA_040757315.1	Nitrospirota	95.92	5.23
RS_GCF_015762685.1	Pseudomonadota	87.04	1.13
RS_GCF_000688475.1	Actinomycetota	99.98	0.1
GB_GCA_033813415.1	Verrucomicrobiota	93.14	1.71
GB_GCA_041398225.1	Pseudomonadota	82.89	0.61
RS_GCF_900110135.1	Pseudomonadota	99.99	0.16
RS_GCF_947331465.1	Pseudomonadota	100.0	0.01
GB_GCA_007116145.1	Bacillota	96.64	1.95
GB_GCA_003697125.1	Pseudomonadota	95.37	1.15
GB_GCA_035762425.1	Pseudomonadota	93.88	3.01
GB_GCA_017405945.1	Bacillota	99.15	2.6
RS_GCF_000263195.1	Bacteroidota	99.99	0.14
RS_GCF_035935975.1	Pseudomonadota	100.0	0.48
GB_GCA_029978705.1	Actinomycetota	100.0	0.19
GB_GCA_024648655.1	Chloroflexota	95.52	5.95
GB_GCA_038245655.1	Actinomycetota	96.01	1.77
RS_GCF_003097615.1	Bacillota	100.0	2.08
RS_GCF_022397955.1	Pseudomonadota	100.0	0.25
RS_GCF_014648275.1	Pseudomonadota	99.99	0.37
RS_GCF_040643015.1	Actinomycetota	99.93	0.27
RS_GCF_011927825.1	Pseudomonadota	100.0	0.18
GB_GCA_031368925.1	Spirochaetota	99.97	5.48
RS_GCF_014197105.1	Pseudomonadota	100.0	0.4
GB_GCA_024639145.1	Actinomycetota	94.95	2.89
GB_GCA_937876395.1	Pseudomonadota	98.16	5.78
GB_GCA_947504605.1	Bacteroidota	95.95	3.46
GB_GCA_944332265.1	Bacillota	90.64	2.23
RS_GCF_035267225.1	Actinomycetota	97.18	1.97
GB_GCA_025059995.1	Spirochaetota	95.8	1.1
GB_GCA_028702495.1	Bacillota	93.74	0.69
GB_GCA_021781595.1	Vulcanimicrobiota	91.22	1.07
GB_GCA_947625155.1	Bacillota	86.51	0.25
GB_GCA_002360635.1	Bacteroidota	99.85	0.05
GB_GCA_038216655.1	Armatimonadota	96.57	0.07
GB_GCA_028284395.1	Bacteroidota	94.77	5.99
GB_GCA_009928005.1	Bacteroidota	97.94	0.52
GB_GCA_016201285.1	Acidobacteriota	93.14	0.41
GB_GCA_035650495.1	Pseudomonadota	100.0	2.29
GB_GCA_026391835.1	Bacteroidota	96.74	0.6
RS_GCF_001942255.1	Actinomycetota	91.27	2.19
RS_GCF_024054455.2	Bacteroidota	99.99	0.41
RS_GCF_039531675.1	Actinomycetota	99.99	1.18
RS_GCF_003025555.1	Pseudomonadota	100.0	2.3
RS_GCF_000970455.1	Pseudomonadota	99.95	0.08
RS_GCF_025562715.2	Pseudomonadota	99.97	2.34
RS_GCF_003702045.1	Pseudomonadota	99.99	0.37
RS_GCF_001766415.1	Bacillota	100.0	0.09
RS_GCF_039521805.1	Bacillota	100.0	1.57
RS_GCF_000333395.1	Actinomycetota	87.14	2.15
RS_GCF_016405885.1	Actinomycetota	100.0	0.24
GB_GCA_034660095.1	Campylobacterota	95.26	5.44
GB_GCA_002455255.1	Bacteroidota_A	97.14	0.35
GB_GCA_041192345.1	Actinomycetota	94.99	1.03
GB_GCA_016787445.1	Bacteroidota	100.0	0.24
GB_GCA_903839465.1	Pseudomonadota	100.0	1.72
RS_GCF_963662935.1	Desulfobacterota	100.0	6.17
GB_GCA_002718095.1	Chloroflexota	94.6	0.74
GB_GCA_934364805.1	Bacillota	99.99	0.06
GB_GCA_913060565.1	Pseudomonadota	100.0	1.11
GB_GCA_029258325.1	Pseudomonadota	94.78	1.14
GB_GCA_022768285.1	Bacillota	85.49	0.11
GB_GCA_025358355.1	Actinomycetota	92.62	1.4
GB_GCA_036584525.1	Bacillota	83.17	1.43
GB_GCA_905372135.1	Bacteroidota	95.41	0.76
GB_GCA_009922405.1	Pseudomonadota	86.67	5.3
RS_GCF_000772085.1	Actinomycetota	100.0	0.11
RS_GCF_016806065.1	Pseudomonadota	99.99	0.19
GB_GCA_903970435.1	Pseudomonadota	94.07	3.47
GB_GCA_035248365.1	Actinomycetota	94.74	6.55
GB_GCA_900761155.1	Actinomycetota	91.85	0.31
GB_GCA_041666985.1	Verrucomicrobiota	90.79	1.31
GB_GCA_905480645.1	Pseudomonadota	99.85	0.3
GB_GCA_019119475.1	Bacteroidota	99.76	0.35
RS_GCF_040612515.1	Actinomycetota	100.0	0.08
RS_GCF_900142295.1	Pseudomonadota	99.99	0.26
RS_GCF_024213555.1	Actinomycetota	100.0	0.57
GB_GCA_022839785.1	Desulfobacterota_I	98.51	1.51
RS_GCF_003931565.1	Pseudomonadota	99.99	0.08
RS_GCF_022809115.1	Bacteroidota	99.97	0.0
GB_GCA_035627615.1	Bacillota	100.0	5.78
RS_GCF_002441715.1	Bacillota	100.0	0.1
RS_GCF_024158145.1	Pseudomonadota	99.69	1.28
RS_GCF_003008555.2	Pseudomonadota	100.0	0.04
GB_GCA_003697085.1	UBA8481	94.62	1.85
GB_GCA_005792145.1	Planctomycetota	90.03	0.91
GB_GCA_937989885.1	Actinomycetota	99.96	3.75
GB_GCA_018239985.1	Chlamydiota	96.42	0.77
GB_GCA_031292385.1	Bdellovibrionota	94.68	0.72
GB_GCA_016931075.1	Planctomycetota	93.94	2.95
GB_GCA_949282305.1	Verrucomicrobiota	96.04	0.55
GB_GCA_021648725.1	Bacteroidota	98.1	0.36
GB_GCA_905193635.1	Actinomycetota	88.63	1.29
GB_GCA_023461435.1	Bacillota	89.18	0.31
GB_GCA_958295865.1	Chloroflexota	94.65	6.01
RS_GCF_017654485.1	Pseudomonadota	99.98	1.21
GB_GCA_902787715.1	Bacillota	97.53	0.09
RS_GCF_039537225.1	Actinomycetota	100.0	1.3
RS_GCF_903645355.1	Actinomycetota	99.83	0.2
GB_GCA_903908715.1	Verrucomicrobiota	91.45	1.54
GB_GCA_035574235.1	Planctomycetota	99.27	4.66
RS_GCF_001654845.1	Pseudomonadota	100.0	0.11
RS_GCF_036746095.1	Pseudomonadota	99.8	2.58
GB_GCA_028875245.1	Chloroflexota	96.38	2.11
GB_GCA_019413925.1	Actinomycetota	99.97	0.52
GB_GCA_020404895.1	Cyanobacteriota	99.71	1.67
GB_GCA_902587125.1	Bacteroidota	95.85	0.03
GB_GCA_036558905.1	Actinomycetota	86.22	0.08
GB_GCA_029055625.1	Bacillota	92.11	0.42
GB_GCA_023511565.1	Acidobacteriota	90.78	3.35
GB_GCA_015064895.1	Bacillota	98.26	0.03
GB_GCA_021787665.1	JAMCPX01	92.66	0.02
RS_GCF_030532265.1	Bacillota	92.74	0.22
GB_GCA_029259795.1	Planctomycetota	89.35	1.62
GB_GCA_024280415.1	Spirochaetota	97.72	1.7
GB_GCA_910585655.1	Bacillota	92.45	0.18
GB_GCA_963667975.1	Bacteroidota	96.88	1.38
RS_GCF_013403565.1	Pseudomonadota	100.0	0.17
GB_GCA_031385245.1	Pseudomonadota	85.61	1.66
RS_GCF_008033385.1	Bacteroidota	99.91	0.41
RS_GCF_013085345.1	Actinomycetota	100.0	0.04
RS_GCF_041262385.1	Bacillota	100.0	1.29
RS_GCF_037482165.1	Bacillota	99.41	0.71
GB_GCA_023436145.1	Fibrobacterota	96.88	2.99
RS_GCF_012932675.1	Actinomycetota	99.95	0.27
RS_GCF_000766795.1	Bacteroidota	99.99	0.25
RS_GCF_029963765.1	Pseudomonadota	100.0	1.7
RS_GCF_030439915.1	Bacillota	99.91	0.1
GB_GCA_009836625.1	Acidobacteriota	98.75	0.01
GB_GCA_009774145.1	Bacillota	96.31	2.05
RS_GCF_036405735.1	Actinomycetota	99.88	1.43
RS_GCF_937859865.1	Bacteroidota	100.0	0.58
GB_GCA_028285305.1	Pseudomonadota	95.11	1.83
GB_GCA_016214125.1	Pseudomonadota	98.94	0.86
GB_GCA_903901915.1	Pseudomonadota	99.86	0.1
GB_GCA_004525335.1	Desulfobacterota_D	92.27	2.31
GB_GCA_947631465.1	Bacillota	92.65	0.4
RS_GCF_910584445.1	Desulfobacterota_I	99.86	0.09
GB_GCA_018241335.1	Pseudomonadota	99.56	2.11
GB_GCA_937125285.1	Bacteroidota_A	86.89	6.91
GB_GCA_013044385.1	Actinomycetota	95.02	0.58
RS_GCF_029946145.1	Pseudomonadota	100.0	0.34
GB_GCA_947488235.1	Bacteroidota	89.07	0.56
GB_GCA_035635495.1	Pseudomonadota	94.68	4.68
GB_GCA_040901485.1	Pseudomonadota	85.1	1.01
RS_GCF_963681195.1	Pseudomonadota	100.0	0.07
RS_GCF_003063665.1	Pseudomonadota	99.99	0.0
RS_GCF_000236405.1	Bacteroidota	99.97	0.1
RS_GCF_000690905.1	Pseudomonadota	100.0	2.62
RS_GCF_040302565.1	Actinomycetota	99.97	0.04
RS_GCF_018882125.1	Pseudomonadota	99.99	0.06
GB_GCA_036481315.1	Zixibacteria	94.54	2.76
RS_GCF_017813245.1	Actinomycetota	100.0	0.3
RS_GCF_040547025.1	Actinomycetota	100.0	0.49
RS_GCF_000425045.1	Bacillota	99.99	0.17
GB_GCA_020852255.1	Bacteroidota	99.83	0.09
GB_GCA_040752075.1	Zixibacteria	94.04	0.71
GB_GCA_934141245.1	Bacillota	90.88	0.6
GB_GCA_026399895.1	Pseudomonadota	100.0	0.73
GB_GCA_002493085.1	Bacillota	90.52	1.86
GB_GCA_902475425.1	Actinomycetota	91.65	1.33
GB_GCA_016125375.1	Pseudomonadota	97.72	0.28
GB_GCA_963639175.1	Bacillota	91.8	0.64
GB_GCA_001567105.1	Chloroflexota	95.28	1.53
RS_GCF_900102005.1	Actinomycetota	99.97	0.1
RS_GCF_001663815.1	Pseudomonadota	99.99	0.03
RS_GCF_004803855.2	Campylobacterota	99.99	0.03
GB_GCA_963666535.1	Bacillota	99.6	1.19
GB_GCA_034664295.1	Actinomycetota	94.39	2.77
RS_GCF_038003085.1	Bacillota	99.99	1.02
GB_GCA_026388665.1	Desulfobacterota	83.08	1.56
GB_GCA_023416965.1	Pseudomonadota	90.29	0.05
RS_GCF_023242965.2	Actinomycetota	96.04	1.74
GB_GCA_002403305.1	Bacteroidota	96.87	0.28
RS_GCF_001678755.1	Pseudomonadota	99.99	0.13
GB_GCA_937900425.1	Pseudomonadota	88.4	5.24
GB_GCA_007130245.1	Actinomycetota	94.78	2.49
GB_GCA_035603035.1	Acidobacteriota	91.35	6.2
GB_GCA_958407465.1	Actinomycetota	99.9	0.36
GB_GCA_016712405.1	Pseudomonadota	99.31	0.73
GB_GCA_002167345.2	Marinisomatota	96.76	2.65
GB_GCA_034211275.1	Acidobacteriota	99.54	1.25
GB_GCA_035285545.1	Cyanobacteriota	95.38	0.0
GB_GCA_041179465.1	Bacteroidota	90.67	2.71
GB_GCA_903901875.1	Desulfobacterota	99.76	1.9
GB_GCA_020722645.1	Bacteroidota	96.69	1.43
RS_GCF_030450125.1	Actinomycetota	99.99	0.92
RS_GCF_003966695.1	Pseudomonadota	99.99	0.12
RS_GCF_003443655.1	Cyanobacteriota	99.99	0.0
GB_GCA_041742015.1	Verrucomicrobiota	89.72	0.49
RS_GCF_024391045.1	Actinomycetota	99.22	0.04
RS_GCF_004769665.1	Spirochaetota	99.98	0.24
GB_GCA_904419875.1	Bacillota	96.13	1.89
GB_GCA_025128025.1	Cyanobacteriota	99.91	0.04
GB_GCA_000238815.2	Pseudomonadota	100.0	0.18
RS_GCF_040096205.1	Bacillota	100.0	1.9
GB_GCA_947476295.1	Planctomycetota	98.97	0.85
GB_GCA_024276935.1	Desulfobacterota	90.46	0.34
GB_GCA_009903935.1	Desulfobacterota	97.42	0.38
GB_GCA_910585135.1	Bacillota	81.01	2.24
GB_GCA_031366855.1	Pseudomonadota	88.55	0.44
GB_GCA_947373185.1	Pseudomonadota	99.94	0.71
GB_GCA_903847545.1	Krumholzibacteriota	96.53	3.21
GB_GCA_020635955.1	Bacteroidota	88.0	0.28
GB_GCA_900544945.1	Bacillota	97.57	1.96
RS_GCF_013009075.1	Pseudomonadota	99.9	0.0
RS_GCF_000025905.1	Verrucomicrobiota	100.0	0.01
RS_GCF_014397115.1	Bacillota	98.63	1.94
RS_GCF_002564105.1	Pseudomonadota	100.0	0.81
GB_GCA_027452025.1	Elusimicrobiota	93.93	2.45
GB_GCA_037969395.1	Pseudomonadota	98.27	2.42
GB_GCA_000302695.1	Pseudomonadota	100.0	0.14
RS_GCF_007997295.1	Bacteroidota	99.92	0.67
RS_GCF_030362855.1	Pseudomonadota	100.0	0.44
RS_GCF_014648475.1	Actinomycetota	99.72	1.02
RS_GCF_034556155.1	Pseudomonadota	100.0	0.08
GB_GCA_903912525.1	Krumholzibacteriota	97.75	0.24
GB_GCA_014382585.1	Verrucomicrobiota	95.0	0.32
GB_GCA_012517485.1	Atribacterota	92.15	5.83
GB_GCA_017962145.1	Bacillota	85.45	1.43
GB_GCA_015258785.1	Actinomycetota	95.68	2.52
GB_GCA_949287245.1	Bacillota	97.08	0.26
GB_GCA_944325255.1	Bacillota	98.83	0.33
GB_GCA_947644595.1	Bacillota	95.39	0.35
RS_GCF_001189535.1	Actinomycetota	100.0	0.03
RS_GCF_013389665.1	Actinomycetota	99.99	0.03
RS_GCF_020735385.1	Bacillota	99.52	0.19
GB_GCA_002711185.1	Bacteroidota	85.75	5.05
GB_GCA_035642415.1	Actinomycetota	95.28	2.57
RS_GCF_000332995.1	Actinomycetota	100.0	0.11
RS_GCF_040605415.1	Actinomycetota	100.0	2.36
RS_GCF_015627175.1	Pseudomonadota	100.0	0.06
