accession	order	checkm2_completeness	checkm2_contamination
GB_GCA_023705985.1	Heimdallarchaeales	89.92	3.98
GB_GCA_029776065.1	JACIWG01	95.54	3.2
RS_GCF_019823105.1	Halobacteriales	99.89	0.99
GB_GCA_004211975.1	Methanosarcinales	87.21	0.44
GB_GCA_020352645.1	Bathyarchaeales	90.98	1.55
GB_GCA_027887005.1	Nitrososphaerales	96.12	1.17
RS_GCF_900112205.1	Halobacteriales	99.97	2.45
RS_GCF_000337795.1	Halobacteriales	99.91	1.24
GB_GCA_938048785.1	Archaeoglobales	91.81	0.12
RS_GCF_023028345.1	Halobacteriales	99.99	7.04
GB_GCA_027068725.1	Thermoproteales	82.68	1.97
GB_GCA_014361245.1	UBA202	98.96	0.28
RS_GCF_021249405.1	Halobacteriales	97.77	0.52
GB_GCA_027083135.1	Sulfolobales	99.59	1.57
RS_GCF_025699255.1	Nitrososphaerales	99.52	0.21
RS_GCF_003382685.1	Halobacteriales	99.77	1.04
GB_GCA_015063245.1	Methanomassiliicoccales	94.39	0.71
GB_GCA_041623015.1	JACPAO01	86.82	0.17
GB_GCA_027001645.1	Heimdallarchaeales	88.29	5.22
GB_GCA_902384525.1	Methanosarcinales	96.99	1.47
GB_GCA_038891035.1	Anstonellales	99.05	0.85
RS_GCF_036418315.1	Halobacteriales	99.1	2.69
GB_GCA_035502015.1	UBA184	88.31	3.01
RS_GCF_029232205.1	Nanosalinales	99.95	0.56
RS_GCF_019880225.1	Halobacteriales	97.04	0.36
RS_GCF_030539555.1	Methanobacteriales	94.66	0.43
GB_GCA_023136265.1	RBG-16-68-12	92.25	0.75
GB_GCA_028275705.1	Sulfolobales	98.86	0.31
GB_GCA_026127925.1	Thermoplasmatales	98.33	0.44
GB_GCA_013572355.1	Methanosarcinales	85.04	0.14
RS_GCF_007004735.1	Halobacteriales	100.0	2.81
RS_GCF_000025665.1	Aciduliprofundales	99.91	0.16
GB_GCA_029258835.1	Jordiarchaeales	94.69	6.01
GB_GCA_020350385.1	Bathyarchaeales	75.87	0.78
GB_GCA_938074535.1	Hadarchaeales	93.64	0.06
RS_GCF_033097485.1	Sulfolobales	99.13	1.16
GB_GCA_025699025.1	Nitrososphaerales	99.99	0.13
RS_GCF_037080055.1	Halobacteriales	99.85	1.46
RS_GCF_037031165.1	Halobacteriales	99.97	6.01
GB_GCA_003136075.1	Methanomicrobiales	82.86	2.55
GB_GCA_022573895.1	Nitrososphaerales	97.71	2.51
GB_GCA_016840465.1	Baldrarchaeales	96.13	1.72
GB_GCA_020347705.1	GCA-020350865	81.28	1.14
GB_GCA_035252175.1	Nitrososphaerales	97.08	2.8
GB_GCA_027492035.1	JAOZGF01	93.29	1.68
GB_GCA_026015145.1	Bathyarchaeales	91.27	0.8
GB_GCA_030734185.1	Halobacteriales	96.79	4.04
GB_GCA_035404085.1	Methanomassiliicoccales	88.75	0.11
GB_GCA_016872055.1	Nitrososphaerales	98.79	0.02
GB_GCA_001800825.1	RBG-16-68-12	94.16	6.4
GB_GCA_018396755.1	B24	89.23	1.56
GB_GCA_038844925.1	Sulfolobales	89.93	0.97
RS_GCF_002788215.1	Halobacteriales	99.16	0.33
RS_GCF_900182635.1	Halobacteriales	99.48	0.11
GB_GCA_035542895.1	Methanomicrobiales	85.71	2.24
RS_GCF_023238445.1	Halobacteriales	96.66	2.67
GB_GCA_023129115.1	WALL01	88.63	0.22
GB_GCA_035620415.1	Nitrososphaerales	90.76	0.72
GB_GCA_013403005.1	Methanobacteriales	99.76	1.59
GB_GCA_035297105.1	UBA184	94.0	1.94
GB_GCA_023261845.1	Caldarchaeales	99.42	0.43
RS_GCF_000744455.1	Methanobacteriales	97.24	0.07
RS_GCF_000495475.1	Halobacteriales	99.57	0.74
GB_GCA_021817455.1	Thermoplasmatales	93.15	2.16
RS_GCF_900314615.1	Methanobacteriales	95.0	0.97
GB_GCA_021414365.1	Nitrososphaerales	99.86	1.72
GB_GCA_020344955.1	Sigynarchaeales	90.63	5.59
GB_GCA_026014565.1	Bathyarchaeales	95.67	0.57
RS_GCF_029854155.1	Methanonatronarchaeales	96.34	0.25
GB_GCA_021797735.1	Thermoplasmatales	99.22	0.71
GB_GCA_019347805.1	JACPAO01	90.93	0.26
GB_GCA_002011035.2	Hecatellales	97.12	4.25
GB_GCA_004347925.1	Hadarchaeales	88.06	0.51
GB_GCA_026989875.1	Hydrothermarchaeales	99.96	0.7
GB_GCA_036626005.1	Halarchaeoplasmatales	83.3	1.32
GB_GCA_017883615.1	Bathyarchaeales	95.32	2.13
GB_GCA_038889075.1	Sulfolobales	99.58	1.05
RS_GCF_004102725.1	Methanomicrobiales	99.98	1.57
RS_GCF_003173355.1	Methanomicrobiales	99.94	1.8
GB_GCA_035457865.1	Nitrososphaerales	91.99	2.32
GB_GCA_023399215.1	Methanosarcinales	99.96	0.29
GB_GCA_030595715.1	EX4484-6	95.58	1.85
RS_GCF_000275865.1	Methanomicrobiales	98.43	0.2
GB_GCA_033485155.1	Methanomassiliicoccales	99.96	3.04
GB_GCA_003020945.1	Halobacteriales	93.93	0.0
GB_GCA_020351745.1	Hodarchaeales	71.5	1.81
RS_GCF_000337915.1	Halobacteriales	99.4	0.56
GB_GCA_038848005.1	Bathyarchaeales	93.75	0.85
GB_GCA_903921825.1	Fermentimicrarchaeales	88.75	1.05
RS_GCF_023699475.1	Halobacteriales	99.56	0.97
GB_GCA_030587475.2	Sigynarchaeales	88.95	5.18
GB_GCA_030041175.1	UBA184	89.18	0.73
RS_GCF_000403645.1	Halobacteriales	99.21	0.79
RS_GCF_014078545.1	Nitrososphaerales	98.13	7.97
GB_GCA_029762595.1	Methanosarcinales	99.99	2.38
RS_GCF_031624395.1	Halobacteriales	100.0	4.75
GB_GCA_015522685.1	Korarchaeales	92.37	0.66
GB_GCA_020833325.1	Sulfolobales	94.15	0.15
GB_GCA_023269735.1	Thermofilales	93.02	0.5
GB_GCA_020350825.1	DHVEG-1	89.41	0.82
GB_GCA_029982165.1	Methanomassiliicoccales	96.04	0.2
RS_GCF_027023865.1	Thermococcales	98.74	0.69
GB_GCA_030913755.1	Nitrososphaerales	90.74	2.34
GB_GCA_038821645.1	Sulfolobales	97.8	0.24
RS_GCF_026768455.1	Nitrososphaerales	99.27	0.03
GB_GCA_037440545.1	Bathyarchaeales	90.53	1.55
GB_GCA_021268355.1	Nitrososphaerales	98.0	0.41
RS_GCF_003670115.1	Halobacteriales	99.99	1.92
GB_GCA_021810045.1	Thermoplasmatales	99.93	1.29
RS_GCF_000015805.1	Thermoproteales	99.85	0.07
GB_GCA_028275105.1	Halobacteriales	94.62	0.29
GB_GCA_019685555.1	Bathyarchaeales	96.14	2.78
GB_GCA_019056805.1	Baldrarchaeales	91.16	3.57
GB_GCA_016838845.1	Nitrososphaerales	97.2	2.62
GB_GCA_030038365.1	Nitrososphaerales	88.47	5.38
GB_GCA_041747305.1	Nitrososphaerales	99.56	3.41
GB_GCA_029939595.1	DHVEG-1	93.38	0.79
GB_GCA_005239175.1	Halobacteriales	99.26	0.38
GB_GCA_021817225.1	Sysuiplasmatales	95.04	1.58
RS_GCF_000299365.1	Nitrososphaerales	99.46	0.62
GB_GCA_027036135.1	Sulfolobales	99.61	1.06
GB_GCA_035642715.1	Nitrososphaerales	95.73	1.17
RS_GCF_005239135.1	Halobacteriales	99.94	0.35
GB_GCA_041494705.1	Methanosarcinales	99.53	0.17
GB_GCA_035504595.1	UBA184	86.77	0.29
GB_GCA_020054495.1	DHVEG-1	89.94	2.59
GB_GCA_020344315.1	Bathyarchaeales	88.36	1.67
GB_GCA_021806135.1	UBA184	93.75	0.1
RS_GCF_002496565.1	Methanosarcinales	99.02	0.96
GB_GCA_002495025.1	Sulfolobales	95.45	0.04
RS_GCF_019704315.1	Sulfolobales	99.99	0.36
GB_GCA_035506675.1	Methanomassiliicoccales	99.16	1.04
GB_GCA_002503885.1	Methanomicrobiales	96.68	1.48
RS_GCF_037996645.1	Halobacteriales	97.31	0.99
GB_GCA_000270325.1	Caldarchaeales	99.64	0.4
RS_GCF_000723185.1	Nitrososphaerales	99.7	0.02
GB_GCA_000496175.1	Halobacteriales	82.06	1.43
GB_GCA_963586845.1	Methanomassiliicoccales	94.15	2.07
GB_GCA_902384795.1	Gugararchaeales	93.18	2.1
RS_GCF_000145295.1	Methanobacteriales	99.81	0.18
RS_GCF_900696045.1	Nitrososphaerales	99.26	0.11
GB_GCA_029259185.1	Hadarchaeales	94.94	0.96
GB_GCA_016297775.1	Methanomassiliicoccales	88.07	0.57
GB_GCA_020696345.1	JAEHCK01	91.41	6.22
RS_GCF_014212355.1	Halobacteriales	98.93	0.11
GB_GCA_040757615.1	Nitrososphaerales	92.58	0.81
GB_GCA_030739585.1	TCS64	95.09	2.67
RS_GCF_000022485.1	Sulfolobales	99.99	1.08
GB_GCA_020696385.1	SG8-5	94.48	0.39
RS_GCF_000336675.1	Halobacteriales	96.4	1.02
GB_GCA_014523695.1	Nitrososphaerales	92.18	2.38
GB_GCA_021399345.1	Heimdallarchaeales	88.6	2.78
RS_GCF_034808145.1	Halobacteriales	99.25	1.78
GB_GCA_016841955.1	Methanomicrobiales	99.47	0.71
GB_GCA_019594055.1	Halarchaeoplasmatales	90.08	0.71
GB_GCA_035626215.1	UBA184	91.69	7.77
GB_GCA_038736355.1	Hadarchaeales	95.76	0.14
GB_GCA_015520485.1	Archaeoglobales	99.96	0.4
GB_GCA_016840685.1	Thorarchaeales	93.81	7.04
GB_GCA_002010305.1	Archaeoglobales	99.59	2.15
GB_GCA_014728035.1	Thorarchaeales	97.91	8.53
RS_GCF_000016605.1	Sulfolobales	99.99	0.38
GB_GCA_028864975.1	UBA184	89.59	1.89
GB_GCA_021813385.1	JAKAKT01	93.19	3.71
GB_GCA_017656505.1	Archaeoglobales	99.62	1.25
RS_GCF_030156785.1	Methanosarcinales	94.55	0.18
GB_GCA_000690595.2	Halobacteriales	99.67	0.7
RS_GCF_000685155.1	Methanosarcinales	99.77	3.65
RS_GCF_000304355.2	Methanomicrobiales	99.95	0.55
GB_GCA_013153275.1	Thermoproteales	88.61	0.27
GB_GCA_020346605.1	TCS64	92.79	6.0
GB_GCA_025340205.1	Sulfolobales	99.9	0.28
RS_GCF_031312595.1	Methanosarcinales	99.97	0.08
GB_GCA_030630685.1	DAOVMN01	81.52	2.7
GB_GCA_002506595.1	Sulfolobales	95.78	1.26
GB_GCA_934702355.1	Methanomassiliicoccales	99.72	0.26
GB_GCA_003162175.1	Bog-38	80.77	0.16
GB_GCA_000965745.1	Thermoplasmatales	99.43	1.1
GB_GCA_963676045.1	Methanomassiliicoccales	99.97	0.28
GB_GCA_029553285.1	Methanotrichales	99.6	0.01
RS_GCF_900114585.1	Methanobacteriales	99.81	0.5
RS_GCF_900314695.1	Methanobacteriales	99.94	0.45
RS_GCF_013343295.1	Sulfolobales	99.99	1.2
RS_GCF_000009965.1	Thermococcales	99.95	0.17
RS_GCF_020804225.1	Methanosarcinales	99.92	1.04
RS_GCF_003605575.1	Halobacteriales	98.13	0.12
GB_GCA_021767785.1	Methanosarcinales	95.01	0.51
GB_GCA_020355125.1	RBG-16-48-13	86.66	3.01
GB_GCA_035527135.1	Methanotrichales	94.88	0.51
RS_GCF_030539665.1	Methanobacteriales	95.33	0.47
GB_GCA_000247545.1	Thermoproteales	99.55	0.56
RS_GCF_003862495.1	Halobacteriales	96.59	1.97
GB_GCA_002317795.1	Nitrososphaerales	95.58	1.72
RS_GCF_023703775.1	Halobacteriales	99.47	1.5
GB_GCA_023264875.1	Nitrososphaerales	96.99	1.11
GB_GCA_012516785.1	Methanomicrobiales	89.88	0.08
RS_GCF_900115675.1	Halobacteriales	99.31	0.47
GB_GCA_012515445.1	Bathyarchaeales	92.28	2.33
GB_GCA_002496475.1	Thermoproteales	84.54	0.21
GB_GCA_028751095.1	Halorutilales	88.67	1.21
RS_GCF_014647455.2	Halobacteriales	96.84	1.01
RS_GCF_010119205.1	Halobacteriales	99.98	2.64
RS_GCF_000337335.1	Halobacteriales	99.63	0.7
GB_GCA_016782315.1	Nitrososphaerales	96.53	1.54
RS_GCF_021233435.1	Halobacteriales	99.94	2.44
GB_GCA_023137195.1	EX4484-52	84.78	0.72
GB_GCA_041494275.1	UBA10834	93.56	3.76
RS_GCF_900100335.1	Halobacteriales	99.87	0.78
RS_GCF_023028105.1	Halobacteriales	98.82	3.2
RS_GCF_004799665.1	Halobacteriales	99.98	1.1
GB_GCA_041287455.1	Sulfolobales	96.09	0.27
GB_GCA_020347645.1	UBA10834	65.01	1.23
RS_GCF_004765795.1	Halobacteriales	99.97	0.29
GB_GCA_002502965.1	Methanomassiliicoccales	95.76	0.08
GB_GCA_030603445.1	Methanofastidiosales	96.11	0.02
RS_GCF_008326425.1	Sulfolobales	99.89	0.35
GB_GCA_038850735.1	Methanomassiliicoccales	97.98	0.45
RS_GCF_002025255.2	Halobacteriales	99.92	0.51
GB_GCA_003141335.1	Methanomicrobiales	90.33	0.14
RS_GCF_002287215.1	Methanomicrobiales	95.07	0.53
GB_GCA_020351305.1	Bathyarchaeales	90.23	2.02
GB_GCA_026014665.1	Bathyarchaeales	94.17	0.77
GB_GCA_002010045.1	Archaeoglobales	99.81	0.32
RS_GCF_000011105.1	Thermococcales	99.79	0.21
GB_GCA_012838205.1	Methanobacteriales	99.64	0.01
RS_GCF_041645475.1	Methanomicrobiales	95.97	0.49
GB_GCA_035562555.1	Nitrososphaerales	93.32	0.48
RS_GCF_003781945.1	Halobacteriales	99.95	1.52
RS_GCF_016278365.1	Methanosarcinales	99.89	1.12
GB_GCA_028690255.1	Methanosarcinales	95.08	1.3
GB_GCA_003857025.1	Methanotrichales	91.13	0.0
GB_GCA_021792655.1	Thermoplasmatales	89.2	0.03
RS_GCF_012222305.1	Sulfolobales	99.86	0.5
RS_GCF_000179575.2	Methanococcales	99.2	0.1
GB_GCA_024281315.1	JAJSAE01	91.45	0.1
GB_GCA_034190545.1	Halorutilales	98.93	0.04
GB_GCA_035279165.1	Nitrososphaerales	95.94	1.72
GB_GCA_038734825.1	Thermoplasmatales	87.41	0.11
GB_GCA_016840515.1	Borrarchaeales	100.0	10.26
GB_GCA_001512965.1	Methanomassiliicoccales	98.98	1.47
GB_GCA_019429165.1	Methanosarcinales	83.9	0.15
GB_GCA_023898365.1	Woesearchaeales	93.63	0.16
RS_GCF_900176435.1	Thermoplasmatales	99.88	0.21
GB_GCA_004376265.1	Thorarchaeales	91.4	8.26
GB_GCA_001512375.1	Methanomicrobiales	88.94	1.75
GB_GCA_023402275.1	Methanomassiliicoccales	94.55	1.07
RS_GCF_021184045.1	Methanosarcinales	99.99	0.04
RS_GCF_009831575.1	Halobacteriales	98.31	0.47
GB_GCA_014237145.1	Methanosarcinales	99.95	1.92
GB_GCA_013415665.1	Methanomicrobiales	88.98	2.16
GB_GCA_038893355.1	Sulfolobales	83.76	0.04
GB_GCA_020350365.1	DHVEG-1	64.42	0.32
GB_GCA_038873195.1	Bathyarchaeales	98.24	2.19
RS_GCF_012027425.1	Thermococcales	95.9	1.62
GB_GCA_016432305.1	SCGC-AAA011-G17	96.06	0.13
RS_GCF_036677455.1	Methanomicrobiales	98.43	1.43
GB_GCA_028715985.1	UBA148	96.38	0.0
RS_GCF_002114285.1	Halobacteriales	99.87	2.0
GB_GCA_016839555.1	Sigynarchaeales	92.45	6.39
RS_GCF_003841465.1	Halobacteriales	99.43	2.18
RS_GCF_900108505.1	Halobacteriales	99.61	0.61
RS_GCF_001484195.1	Thermococcales	99.62	1.4
GB_GCA_027460525.1	Methanosarcinales	99.47	0.9
GB_GCA_035620895.1	Nitrososphaerales	98.77	0.81
GB_GCA_014361195.1	UBA202	96.24	0.51
GB_GCA_024409145.1	Methanobacteriales	90.67	4.79
RS_GCF_024300625.1	Halobacteriales	95.51	2.19
GB_GCA_963578705.1	MGIII	93.62	0.86
GB_GCA_016838945.1	Methanobacteriales	99.55	1.22
GB_GCA_023512225.1	Bathyarchaeales	95.37	6.32
RS_GCF_026410925.1	Halobacteriales	99.93	6.84
RS_GCF_036967215.1	Sulfolobales	99.94	1.12
RS_GCF_036626455.1	Halobacteriales	98.92	0.0
RS_GCF_024022995.1	Thermococcales	99.67	0.66
GB_GCA_000389735.1	Sulfolobales	93.52	0.04
RS_GCF_020386975.1	Thermococcales	96.1	3.87
GB_GCA_017857195.1	Sulfolobales	87.73	0.33
RS_GCF_000019805.1	Thermoproteales	99.98	0.14
RS_GCF_000517445.1	Thermococcales	99.87	0.29
GB_GCA_031852275.1	Halobacteriales	99.78	0.96
GB_GCA_004212095.1	Methanosarcinales	78.81	0.0
GB_GCA_013178225.1	Methanotrichales	99.77	0.66
GB_GCA_030612505.1	SG8-5	85.41	4.9
RS_GCF_028679125.1	Methanomicrobiales	94.12	0.55
GB_GCA_021296165.1	Nitrososphaerales	93.92	0.05
RS_GCF_029814175.1	Halobacteriales	99.96	5.47
RS_GCF_000017945.1	Sulfolobales	99.93	0.21
RS_GCF_030127145.1	Halobacteriales	95.17	1.72
GB_GCA_030550455.1	Sulfolobales	87.8	0.59
RS_GCF_000383975.1	Halobacteriales	99.88	4.22
GB_GCA_038888155.1	Sulfolobales	97.38	6.43
GB_GCA_030608565.1	Bathyarchaeales	98.53	1.4
RS_GCF_002214525.1	Thermococcales	99.14	0.31
GB_GCA_027023265.1	Aciduliprofundales	99.46	1.93
GB_GCA_025699075.1	Nitrososphaerales	85.42	0.21
GB_GCA_030607735.1	Bathyarchaeales	96.49	1.19
GB_GCA_025360805.1	Methanomicrobiales	87.77	3.07
RS_GCF_038432375.1	Methanosarcinales	99.91	0.04
GB_GCA_002011085.2	Geothermarchaeales	89.48	1.73
RS_GCF_963667555.1	Methanosarcinales	100.0	0.21
GB_GCA_030037955.1	UBA184	89.57	0.82
RS_GCF_000091665.1	Methanococcales	99.92	0.16
RS_GCF_000024185.1	Methanobacteriales	99.84	0.36
GB_GCA_030550235.1	Caldarchaeales	91.34	0.01
GB_GCA_027046265.1	Sulfolobales	98.65	2.22
GB_GCA_938045475.1	Sulfolobales	88.98	0.12
RS_GCF_036429475.1	Halobacteriales	99.69	1.69
GB_GCA_003176995.1	Nitrososphaerales	97.38	5.02
RS_GCF_000015205.1	Thermoproteales	99.95	0.12
GB_GCA_026014615.1	Bathyarchaeales	88.78	7.38
GB_GCA_027315455.1	UBA184	94.27	0.0
GB_GCA_038734945.1	Sulfolobales	99.95	0.21
RS_GCF_900113245.1	Halobacteriales	99.91	0.81
RS_GCF_023703795.1	Halobacteriales	99.89	3.78
GB_GCA_017883605.1	Methanobacteriales	95.16	0.0
GB_GCA_023544605.1	Methanosarcinales	97.21	0.0
RS_GCF_000816105.1	Thermococcales	99.74	0.22
GB_GCA_003056265.1	Sulfolobales	93.46	1.69
RS_GCF_000024625.1	Methanococcales	99.82	0.1
GB_GCA_021817735.1	Thermoplasmatales	84.91	0.18
GB_GCA_015660885.1	Methanomicrobiales	99.55	1.58
GB_GCA_021513715.1	Heimdallarchaeales	92.57	2.99
GB_GCA_038897215.1	Sulfolobales	89.68	0.17
RS_GCF_000731985.1	Halobacteriales	99.89	0.12
GB_GCA_037442405.1	Nitrososphaerales	98.73	0.35
GB_GCA_029547145.1	Methanomicrobiales	93.04	0.88
RS_GCF_000215995.1	Thermococcales	99.98	0.78
RS_GCF_900215215.1	Methanosarcinales	99.96	0.96
GB_GCA_004212075.1	Methanoliparales	86.28	0.0
RS_GCF_001481685.1	Sulfolobales	99.83	0.14
RS_GCF_001469865.1	Halobacteriales	95.07	0.84
GB_GCA_004212085.1	Methanoliparales	91.54	1.36
GB_GCA_014523625.1	Nitrososphaerales	92.28	1.49
RS_GCF_000007345.1	Methanosarcinales	99.98	1.23
GB_GCA_038869975.1	Nitrososphaerales	99.86	0.86
RS_GCF_004099695.1	Methanosarcinales	99.95	0.17
RS_GCF_000379085.1	Halobacteriales	99.94	0.77
GB_GCA_035455105.1	Nitrososphaerales	95.79	4.55
RS_GCF_000337775.1	Halobacteriales	99.81	0.42
GB_GCA_029864565.1	UBA10834	86.04	2.27
GB_GCA_030604065.1	Methanomassiliicoccales	90.29	0.64
RS_GCF_000015765.1	Methanomicrobiales	98.16	0.48
GB_GCA_016930255.1	Alkanophagales	95.49	0.92
GB_GCA_017524805.1	Methanomassiliicoccales	98.04	1.54
GB_GCA_022750115.1	UBA184	90.39	1.25
GB_GCA_018396915.1	40CM-2-53-6	96.26	0.96
GB_GCA_030593885.1	RBG-16-68-12	86.47	0.13
GB_GCA_028679075.1	Methanomicrobiales	90.24	0.53
GB_GCA_041652515.1	Methanomicrobiales	92.06	6.73
GB_GCA_002509405.1	Methanomassiliicoccales	91.23	0.51
RS_GCF_902764455.1	Methanobacteriales	98.07	1.83
RS_GCF_037031205.1	Halobacteriales	95.05	2.32
RS_GCF_014647475.1	Halobacteriales	99.96	0.37
RS_GCF_000014945.1	Methanotrichales	99.95	0.09
GB_GCA_030156225.1	Methanomicrobiales	88.45	0.16
GB_GCA_027066265.1	Sulfolobales	86.44	3.38
GB_GCA_007122455.1	Halobacteriales	87.43	2.17
GB_GCA_041676085.1	Bathyarchaeales	92.7	1.35
GB_GCA_003554605.1	Halobacteriales	79.55	0.31
GB_GCA_937949785.1	Sulfolobales	86.91	0.01
GB_GCA_036404475.1	UBA184	86.03	3.23
RS_GCF_003977755.1	Halobacteriales	99.59	1.19
GB_GCA_017395275.1	Methanomassiliicoccales	92.54	4.12
GB_GCA_003139855.1	Bog-38	85.0	0.03
GB_GCA_025453675.1	Methanomicrobiales	94.41	0.05
GB_GCA_002498365.1	Methanomassiliicoccales	98.16	0.33
GB_GCA_018814355.1	UBA10834	97.2	0.75
GB_GCA_903828955.1	Anstonellales	95.55	1.01
GB_GCA_038872135.1	Hadarchaeales	91.05	0.09
GB_GCA_015520425.1	Caldarchaeales	93.44	1.34
RS_GCF_027257195.1	Halobacteriales	96.11	0.52
GB_GCA_020348445.1	GCA-020350865	81.66	3.77
RS_GCF_032714515.1	Methanosarcinales	78.71	0.01
RS_GCF_030068615.1	Halobacteriales	99.97	1.92
GB_GCA_022750055.1	UBA184	94.25	0.25
GB_GCA_013331805.1	Anstonellales	91.52	1.31
RS_GCF_017357105.1	Halobacteriales	99.96	1.15
GB_GCA_018883755.1	Methanomicrobiales	79.88	0.03
GB_GCA_032249315.1	Gearchaeales	91.13	0.5
GB_GCA_035528475.1	Methanomicrobiales	95.74	0.84
RS_GCF_000013445.1	Methanomicrobiales	99.97	1.57
RS_GCF_017874235.1	Halobacteriales	91.79	0.01
GB_GCA_036521355.1	Nitrososphaerales	97.09	0.36
GB_GCA_015522195.1	Archaeoglobales	92.25	0.02
RS_GCF_012027645.1	Thermococcales	99.92	0.21
RS_GCF_023227875.1	Methanomicrobiales	95.89	0.74
GB_GCA_019704295.1	Sulfolobales	91.32	0.0
GB_GCA_026413805.1	Anstonellales	93.5	1.64
RS_GCF_900116205.1	Halobacteriales	99.94	0.58
GB_GCA_018335335.1	Thorarchaeales	96.96	3.59
GB_GCA_021650775.1	Caldarchaeales	93.58	3.55
RS_GCF_024138165.1	Halobacteriales	99.71	3.42
GB_GCA_013415865.1	Methanomassiliicoccales	99.77	0.77
RS_GCF_003721435.2	Halobacteriales	99.84	3.3
GB_GCA_035945215.1	UBA184	92.49	0.65
GB_GCA_041622975.1	JACPAO01	86.22	0.34
GB_GCA_026414165.1	Methanomethylicales	85.68	0.01
RS_GCF_013839515.1	Halobacteriales	99.96	0.44
GB_GCA_027036495.1	Thermoproteales	87.1	0.35
RS_GCF_019633745.1	Methanomicrobiales	99.13	0.63
GB_GCA_020344715.1	Bathyarchaeales	64.63	2.38
GB_GCA_903901015.1	Bathyarchaeales	97.14	2.64
GB_GCA_038890815.1	JACRGF01	95.78	0.66
RS_GCF_030505615.1	Halobacteriales	99.98	6.28
GB_GCA_003164815.1	Nitrososphaerales	96.0	5.22
GB_GCA_902463315.1	Methanobacteriales	96.02	0.05
GB_GCA_039679445.1	Methanofastidiosales	93.98	0.24
GB_GCA_036003985.1	JACQPN01	85.22	1.59
RS_GCF_024807035.1	Methanococcales	98.62	0.01
GB_GCA_004193545.1	Methanosarcinales	82.16	0.15
GB_GCA_002502855.1	Methanobacteriales	97.83	0.24
GB_GCA_001516585.1	Thermoproteales	97.1	0.07
GB_GCA_002509495.1	Methanomicrobiales	88.96	0.59
GB_GCA_003229935.1	Hydrothermarchaeales	96.77	0.34
GB_GCA_018396775.1	40CM-2-53-6	98.49	0.51
GB_GCA_019246625.1	Nitrososphaerales	96.8	3.02
RS_GCF_024508235.1	Halobacteriales	95.14	0.09
GB_GCA_029860565.1	Nitrososphaerales	85.51	2.05
GB_GCA_002499455.1	Methanomicrobiales	80.56	0.71
GB_GCA_030756715.1	Conexivisphaerales	91.4	1.2
GB_GCA_020055655.1	Methanosarcinales	99.91	0.9
RS_GCF_003058365.1	Halobacteriales	99.97	0.11
RS_GCF_000711215.1	Methanomicrobiales	91.12	0.18
GB_GCA_038728585.1	Conexivisphaerales	99.59	0.74
GB_GCA_015523565.1	Heimdallarchaeales	89.97	1.95
GB_GCA_902812495.1	Nitrososphaerales	94.87	0.71
RS_GCF_021028995.1	Halobacteriales	99.79	1.59
GB_GCA_013290045.1	UBA184	89.51	0.57
GB_GCA_958295735.1	Nitrososphaerales	96.75	0.44
RS_GCF_000016525.1	Methanobacteriales	99.91	0.15
GB_GCA_020844795.1	Methanotrichales	87.73	1.67
RS_GCF_029338555.1	Halobacteriales	98.92	1.27
RS_GCF_003967175.1	Sulfolobales	99.91	0.6
GB_GCA_030038395.1	Nitrososphaerales	90.72	0.85
RS_GCF_024298865.1	Halobacteriales	99.95	6.96
GB_GCA_038874075.1	Jingweiarchaeales	92.73	0.44
GB_GCA_041554835.1	Methanomicrobiales	80.49	3.18
GB_GCA_027081755.1	Sulfolobales	92.07	0.78
RS_GCF_000011085.1	Halobacteriales	99.99	1.04
GB_GCA_039698055.1	Methanomicrobiales	93.07	0.37
GB_GCA_029907705.1	Methanomicrobiales	98.85	0.67
GB_GCA_023436175.1	Methanobacteriales	92.33	5.66
GB_GCA_013152685.1	Hydrothermarchaeales	96.01	1.12
RS_GCF_900115785.1	Halobacteriales	99.84	1.04
GB_GCA_029775915.1	Nitrososphaerales	99.15	1.32
RS_GCF_013839425.1	Halobacteriales	99.99	1.01
RS_GCF_029338295.1	Halobacteriales	99.96	2.97
GB_GCA_016840405.1	Hermodarchaeales	85.94	4.41
GB_GCA_029856435.1	Jordiarchaeales	97.81	5.74
RS_GCF_004745425.1	Methanosarcinales	99.99	1.95
GB_GCA_025061245.1	Culexarchaeales	95.53	8.73
GB_GCA_015062825.1	Methanobacteriales	99.9	1.72
GB_GCA_040877685.1	Nitrososphaerales	97.76	0.67
RS_GCF_003268005.1	Methanobacteriales	99.96	0.19
RS_GCF_000970045.1	Methanosarcinales	99.91	0.24
GB_GCA_014730275.1	Thorarchaeales	99.51	2.97
GB_GCA_035456305.1	Nitrososphaerales	84.97	0.89
GB_GCA_003554965.1	Halarchaeoplasmatales	93.29	3.26
GB_GCA_023487205.1	Thermoplasmatales	96.51	0.08
RS_GCF_000336775.1	Halobacteriales	99.97	0.77
GB_GCA_012729535.1	Methanomicrobiales	96.81	1.61
GB_GCA_038046805.1	Anstonellales	86.16	0.0
RS_GCF_036584055.1	Halobacteriales	94.72	4.13
RS_GCF_000404225.1	Methanomassiliicoccales	99.74	0.38
RS_GCF_000235565.1	Methanotrichales	99.89	0.44
GB_GCA_034660415.1	Alkanophagales	92.78	1.43
GB_GCA_035253045.1	Nitrososphaerales	95.7	0.89
GB_GCA_023131225.1	Bathyarchaeales	100.0	2.97
GB_GCA_035933635.1	UBA184	91.33	0.37
